city,neighbourhood,listings,price_mean,price_median,reviews_mean
madrid,Imperial,141,140.79432624113474,50.0,0.6653900709219858
madrid,Jerónimos,107,113.92523364485982,82.0,1.0610280373831775
madrid,Justicia,951,108.27549947423763,70.0,1.010483701366982
madrid,La Paz,31,120.4516129032258,49.0,0.2683870967741935
madrid,Legazpi,54,69.29629629629629,50.0,1.084814814814815
madrid,Lista,176,127.73863636363636,63.0,0.4292613636363636
madrid,Los Angeles,33,75.51515151515152,25.0,0.6806060606060607
madrid,Los Rosales,57,50.280701754385966,25.0,0.4296491228070175
madrid,Lucero,89,447.6741573033708,30.0,0.3825842696629213
madrid,Marroquina,24,177.125,50.0,0.3408333333333333
madrid,Media Legua,23,90.65217391304348,49.0,0.3443478260869565
madrid,Mirasierra,40,112.575,64.0,0.257
madrid,Moscardó,85,46.68235294117647,30.0,0.6892941176470588
madrid,Niño Jesús,44,194.8636363636364,87.0,0.5025
madrid,Nueva España,69,102.0,75.0,0.6814492753623189
madrid,Numancia,183,54.60109289617486,35.0,0.6610382513661203
madrid,Opañel,117,64.16239316239316,45.0,0.5767521367521368
madrid,Orcasitas,15,75.4,27.0,0.372
madrid,Orcasur,32,325.8125,25.0,0.46625
madrid,Pacífico,218,127.75688073394495,50.0,0.7070642201834864
madrid,Palacio,1505,101.41196013289036,67.0,1.0385116279069768
madrid,Palomas,26,151.30769230769232,69.0,0.3911538461538461
madrid,Palomeras Bajas,82,159.390243902439,30.5,0.450609756097561
madrid,Palomeras Sureste,45,65.6,26.0,0.2895555555555555
madrid,Palos de Moguer,337,160.14243323442136,50.0,1.1118991097922848
madrid,Pavones,7,49.142857142857146,32.0,0.0671428571428571
madrid,Peñagrande,63,180.06349206349208,50.0,0.3484126984126984
madrid,Pilar,60,101.33333333333331,36.0,0.4453333333333333
madrid,Pinar del Rey,88,93.01136363636364,45.0,0.7172727272727273
madrid,Piovera,31,218.51612903225808,76.0,1.373225806451613
madrid,Portazgo,40,53.875,25.0,0.40175
madrid,Pradolongo,37,96.5945945945946,36.0,0.1651351351351351
madrid,Prosperidad,167,85.8622754491018,58.0,0.3658682634730539
madrid,Pueblo Nuevo,150,106.98666666666666,31.0,0.4943333333333333
madrid,Puerta Bonita,89,87.10112359550561,32.0,0.3313483146067416
madrid,Puerta del Angel,273,94.56776556776556,41.0,0.5957142857142858
madrid,Quintana,113,90.1858407079646,35.0,0.6460176991150443
madrid,Recoletos,272,161.58455882352942,110.5,0.5347794117647059
madrid,Rejas,84,180.9047619047619,59.5,0.6135714285714285
madrid,Rios Rosas,182,109.55494505494504,61.0,0.5110989010989011
madrid,Rosas,80,428.275,275.0,0.194625
madrid,Salvador,26,148.69230769230768,41.0,0.583076923076923
madrid,San Andrés,50,494.42,26.0,0.2448
madrid,San Cristobal,20,59.1,25.0,0.4745
madrid,San Diego,219,79.48858447488584,37.0,0.6826027397260275
madrid,San Fermín,29,49.89655172413793,39.0,0.6282758620689655
madrid,San Isidro,160,74.41875,40.0,0.3929375
madrid,San Juan Bautista,32,172.8125,80.0,0.358125
madrid,San Pascual,41,210.97560975609755,45.0,0.3785365853658536
madrid,Santa Eugenia,9,80.66666666666667,45.0,0.61
madrid,Simancas,124,311.75,80.0,0.4526612903225807
madrid,Sol,1124,128.47597864768684,75.0,1.2376601423487543
madrid,Timón,59,97.94915254237289,40.0,1.1564406779661018
madrid,Trafalgar,371,121.21024258760109,65.0,0.465633423180593
madrid,Universidad,1869,108.40342429106474,61.0,1.0313697164258964
madrid,Valdeacederas,114,99.89473684210526,37.0,0.3993859649122807
madrid,Valdefuentes,105,220.82857142857145,85.0,0.4945714285714285
madrid,Valdemarín,5,72.0,60.0,0.018
madrid,Valdezarza,51,81.50980392156863,45.0,0.508235294117647
madrid,Vallehermoso,88,152.14772727272728,52.5,0.25875
madrid,Valverde,98,82.5,49.5,0.4983673469387755
madrid,Ventas,177,86.25988700564972,35.0,0.6349152542372881
madrid,Vinateros,17,70.17647058823529,35.0,0.5611764705882353
madrid,Vista Alegre,120,47.74166666666667,33.5,0.4741666666666667
madrid,Zofío,26,46.46153846153846,28.5,0.3969230769230769
milan,ADRIANO,51,93.74509803921568,50.0,0.3976470588235294
milan,AFFORI,145,80.4,54.0,0.3691724137931034
milan,BAGGIO,46,50.891304347826086,45.0,0.3489130434782609
milan,BANDE NERE,326,91.83128834355828,60.0,0.3828834355828221
milan,BARONA,45,64.15555555555555,45.0,0.5579999999999999
milan,BICOCCA,47,57.297872340425535,59.0,0.5468085106382978
milan,BOVISA,186,100.58602150537637,54.0,0.6085483870967742
milan,BOVISASCA,10,55.2,50.0,0.262
milan,BRERA,713,255.18513323983169,120.0,0.7029172510518934
milan,BRUZZANO,41,51.707317073170735,36.0,0.4734146341463414
milan,BUENOS AIRES - VENEZIA,1373,111.72469045884924,80.0,0.6838164603058995
milan,CANTALUPA,7,77.85714285714286,39.0,0.1757142857142857
milan,CASCINA TRIULZA - EXPO,1,209.0,209.0,0.0
milan,CENTRALE,689,109.93468795355588,72.0,1.115834542815675
milan,CHIARAVALLE,4,105.75,107.5,0.0325
milan,CITTA' STUDI,461,80.31887201735358,60.0,0.4926030368763557
milan,COMASINA,28,116.25,60.5,0.2875
milan,CORSICA,204,85.43627450980392,62.0,0.3742156862745098
milan,DE ANGELI - MONTE ROSA,305,96.54426229508196,79.0,0.4693442622950819
milan,DERGANO,247,73.4251012145749,55.0,0.4620242914979757
milan,DUOMO,1003,191.32901296111663,120.0,0.92938185443669
milan,EX OM - MORIVIONE,105,94.87619047619047,70.0,0.2248571428571428
milan,FARINI,88,116.42045454545456,70.0,0.4427272727272727
milan,FIGINO,6,56.5,55.0,0.2749999999999999
milan,FORZE ARMATE,55,64.81818181818181,50.0,0.4716363636363637
milan,GALLARATESE,123,77.51219512195122,55.0,0.4021138211382113
milan,GARIBALDI REPUBBLICA,226,137.36725663716814,90.0,0.5973893805309735
milan,GHISOLFA,243,85.32921810699588,65.0,0.377037037037037
milan,GIAMBELLINO,321,106.18380062305296,60.0,0.353208722741433
milan,GIARDINI PORTA VENEZIA,20,241.7,90.5,0.7575000000000001
milan,GRATOSOGLIO - TICINELLO,35,82.57142857142857,45.0,0.5562857142857143
milan,GRECO,131,87.19083969465649,55.0,0.6806106870229007
milan,GUASTALLA,348,179.66379310344828,98.5,0.5468103448275862
milan,ISOLA,644,108.5776397515528,75.0,0.5999844720496894
milan,LAMBRATE,117,97.74358974358974,65.0,0.4585470085470085
milan,LODI - CORVETTO,314,113.88535031847134,59.0,0.4340127388535031
milan,LORENTEGGIO,64,62.875,51.5,0.27234375
milan,LORETO,725,76.37379310344828,60.0,0.6108827586206896
milan,MACIACHINI - MAGGIOLINA,265,90.28301886792453,64.0,0.7169811320754716
milan,MAGENTA - S. VITTORE,415,149.2313253012048,100.0,0.5749397590361446
milan,MAGGIORE - MUSOCCO,66,57.196969696969695,53.0,0.6728787878787879
milan,MECENATE,88,69.2840909090909,55.0,0.5235227272727273
milan,MUGGIANO,2,60.0,60.0,0.195
milan,NAVIGLI,875,124.12457142857144,80.0,0.6312457142857143
milan,NIGUARDA - CA' GRANDA,133,62.142857142857146,50.0,0.4364661654135338
milan,ORTOMERCATO,43,137.4418604651163,58.0,0.3290697674418604
milan,PADOVA,327,72.6697247706422,54.0,0.4607645259938837
milan,PAGANO,199,133.9246231155779,91.0,0.4412060301507537
milan,PARCO AGRICOLO SUD,8,286.0,105.0,0.1275
milan,PARCO BOSCO IN CITT,4,57.0,47.0,0.375
milan,PARCO DEI NAVIGLI,9,73.33333333333333,70.0,0.0844444444444444
milan,PARCO DELLE ABBAZIE,11,58.09090909090909,54.0,0.2909090909090909
milan,PARCO FORLANINI - ORTICA,43,80.62790697674419,50.0,0.342093023255814
milan,PARCO LAMBRO - CIMIANO,160,67.3375,58.0,0.340375
milan,PARCO MONLUE' - PONTE LAMBRO,21,63.38095238095238,51.0,0.5647619047619047
milan,PARCO NORD,3,78.33333333333333,50.0,0.09
milan,PARCO SEMPIONE,24,128.125,92.5,0.9408333333333334
milan,PORTA ROMANA,381,97.66404199475066,77.0,0.5861417322834646
milan,PORTELLO,94,203.11702127659572,80.0,0.4937234042553191
milan,QT 8,38,90.44736842105264,65.5,0.5847368421052631
milan,QUARTO CAGNINO,26,85.73076923076923,52.5,0.2219230769230769
