id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,city,price_outlier_iqr,price_log,price_zscore,price_outlier_z
540937,MELROSEPIES apartment  A/C City Centre Free WIFI,2659070,Ana,Centro,Embajadores,40.40954,-3.70096,entire home/apt,55,1,253,2021-02-08,2.37,3,174,madrid,False,4.007333185232471,-0.1536530342323906,False
541406,Enjoy madrid with all your family,2661721,Tony,Ciudad Lineal,Costillares,40.46905,-3.66637,entire home/apt,300,5,0,,0.0,1,0,madrid,True,5.703782474656201,1.6835413524532967,False
544736,SUNNY & EASY ACCESIBLE BEDROOM,1284868,Rocio,Chamartín,Hispanoamérica,40.45841,-3.67598,private room,21,2,37,2021-03-31,0.39,3,311,madrid,False,3.044522437723423,-1.1963429111370785,False
545174,MADRID - MONCLOA,2680319,Paula,Chamberí,Gaztambide,40.43474,-3.71233,entire home/apt,40,1,4,2015-06-30,0.04,1,0,madrid,False,3.6888794541139363,-0.49852712559342754,False
547050,"LUMINOUS, cozy, next to Retiro Park",2690005,Ulia,Retiro,Ibiza,40.42159,-3.67713,private room,43,5,1,2013-07-01,0.01,1,87,madrid,False,3.7612001156935624,-0.4202064151991792,False
548353,Cozy at heart of Chamberi Madrid. 4,2695670,Den,Chamberí,Rios Rosas,40.44599,-3.70334,entire home/apt,99,2,5,2019-03-17,0.16,1,365,madrid,False,4.59511985013459,0.48289906789009573,False
548995,CHIC and CENTRAL apartment +WIFI,2673517,Sylvia,Retiro,Ibiza,40.419,-3.67774,entire home/apt,90,5,148,2021-02-08,1.43,1,244,madrid,False,4.499809670330265,0.37968152497728036,False
549664,SPACIOUS ROOM WITH BATHROOM,2702003,Arancha,Villa de Vallecas,Casco Histórico de Vallecas,40.37057,-3.61511,private room,50,1,1,2015-04-21,0.01,1,180,madrid,False,3.912023005428146,-0.2568705771452065,False
552183,Nice apartment. historic center Mad,2713304,Belén,Centro,Cortes,40.41309,-3.69775,private room,35,2,261,2020-09-09,2.44,1,364,madrid,False,3.5553480614894135,-0.6431368858176368,False
560941,Serrano apartment,596469,Gabriel Avalos,Salamanca,Recoletos,40.42297,-3.69095,entire home/apt,134,5,24,2020-11-23,0.26,25,241,madrid,False,4.897839799950911,0.8107340323700774,False
565152,wonderful aparment in lavapies !!,2779192,Wanda,Centro,Embajadores,40.40683,-3.69932,entire home/apt,37,2,171,2021-04-05,2.07,1,171,madrid,False,3.6109179126442243,-0.5829567087577863,False
566241,LOVELY APARTMENT CLOSE TO REINA SOFIA MUSEUM,2785251,Susana,Centro,Embajadores,40.40913,-3.699,entire home/apt,50,90,30,2014-03-04,0.29,2,0,madrid,False,3.912023005428146,-0.2568705771452065,False
568190,"Rooms to rent to students,tourists",2795931,Pilar,Latina,Puerta del Angel,40.41016,-3.72863,private room,20,2,195,2019-03-07,1.92,1,0,madrid,False,2.995732273553991,-1.2491809277500023,False
570158,Stanza- Carina,2347489,Jeanet,Tetuán,Cuatro Caminos,40.447,-3.70291,private room,20,7,34,2021-02-04,0.33,2,336,madrid,False,2.995732273553991,-1.2491809277500023,False
