neighbourhood,listings,price_mean,price_median,reviews_mean
Lista,176,127.73863636363636,63.0,0.42926136363636364
Los Angeles,33,75.51515151515152,25.0,0.6806060606060607
Los Rosales,57,50.280701754385966,25.0,0.42964912280701756
Lucero,89,447.6741573033708,30.0,0.3825842696629213
Marroquina,24,177.125,50.0,0.3408333333333333
Media Legua,23,90.65217391304348,49.0,0.3443478260869565
Mirasierra,40,112.575,64.0,0.257
Moscardó,85,46.68235294117647,30.0,0.6892941176470588
Niño Jesús,44,194.86363636363637,87.0,0.5025
Nueva España,69,102.0,75.0,0.6814492753623189
Numancia,183,54.60109289617486,35.0,0.6610382513661203
Opañel,117,64.16239316239316,45.0,0.5767521367521368
Orcasitas,15,75.4,27.0,0.372
Orcasur,32,325.8125,25.0,0.46625
Pacífico,218,127.75688073394495,50.0,0.7070642201834864
Palacio,1505,101.41196013289037,67.0,1.0385116279069768
Palomas,26,151.30769230769232,69.0,0.39115384615384613
Palomeras Bajas,82,159.390243902439,30.5,0.450609756097561
Palomeras Sureste,45,65.6,26.0,0.28955555555555557
Palos de Moguer,337,160.14243323442136,50.0,1.1118991097922848
Pavones,7,49.142857142857146,32.0,0.06714285714285714
Peñagrande,63,180.06349206349208,50.0,0.3484126984126984
Pilar,60,101.33333333333333,36.0,0.4453333333333333
Pinar del Rey,88,93.01136363636364,45.0,0.7172727272727273
Piovera,31,218.51612903225808,76.0,1.373225806451613
Portazgo,40,53.875,25.0,0.40175
Pradolongo,37,96.5945945945946,36.0,0.16513513513513514
Prosperidad,167,85.8622754491018,58.0,0.3658682634730539
Pueblo Nuevo,150,106.98666666666666,31.0,0.49433333333333335
Puerta Bonita,89,87.10112359550561,32.0,0.3313483146067416
Puerta del Angel,273,94.56776556776556,41.0,0.5957142857142858
Quintana,113,90.1858407079646,35.0,0.6460176991150443
Recoletos,272,161.58455882352942,110.5,0.5347794117647059
Rejas,84,180.9047619047619,59.5,0.6135714285714285
Rios Rosas,182,109.55494505494505,61.0,0.5110989010989011
Rosas,80,428.275,275.0,0.194625
Salvador,26,148.69230769230768,41.0,0.583076923076923
San Andrés,50,494.42,26.0,0.24480000000000002
San Cristobal,20,59.1,25.0,0.47450000000000003
San Diego,219,79.48858447488584,37.0,0.6826027397260275
San Fermín,29,49.89655172413793,39.0,0.6282758620689655
San Isidro,160,74.41875,40.0,0.3929375
San Juan Bautista,32,172.8125,80.0,0.358125
San Pascual,41,210.97560975609755,45.0,0.37853658536585366
Santa Eugenia,9,80.66666666666667,45.0,0.61
Simancas,124,311.75,80.0,0.4526612903225807
Sol,1124,128.47597864768684,75.0,1.2376601423487545
Timón,59,97.94915254237289,40.0,1.1564406779661018
Trafalgar,371,121.21024258760107,65.0,0.465633423180593
Universidad,1869,108.40342429106474,61.0,1.0313697164258964
Valdeacederas,114,99.89473684210526,37.0,0.39938596491228073
Valdefuentes,105,220.82857142857142,85.0,0.49457142857142855
Valdemarín,5,72.0,60.0,0.018
Valdezarza,51,81.50980392156863,45.0,0.508235294117647
Vallehermoso,88,152.14772727272728,52.5,0.25875
Valverde,98,82.5,49.5,0.49836734693877555
Ventas,177,86.25988700564972,35.0,0.6349152542372881
Vinateros,17,70.17647058823529,35.0,0.5611764705882353
Vista Alegre,120,47.74166666666667,33.5,0.4741666666666667
Zofío,26,46.46153846153846,28.5,0.39692307692307693
